Threat-Vulnerability Relationship Matrix,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.12,"Periodic review of the emergency plan, with any updates or changes",X
M13,Destruction of the CED area,V12,Untested emergency procedures,1,pr6.13,Test and simulate emergency procedures at least once every six months,X
M14,Accidental error,V16,Untrained staff,3,pe4,Staff training,X
M14,Accidental error,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff,X
M14,Accidental error,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out,X
M14,Accidental error,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired,X
M14,Accidental error,V16,Untrained staff,3,pe4.4,Periodic knowledge checks,X
M14,Accidental error,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise,X
M14,Accidental error,V14,Inadequate supervision,1,s11,Trusted path,X
M14,Accidental error,V14,Inadequate supervision,1,s12,Trusted recovery capability,X
M14,Accidental error,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode,X
M14,Accidental error,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure,X
M14,Accidental error,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups,X
M14,Accidental error,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords",X
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3,Instructions on safety and personnel management,X
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.1,Motivate staff to follow the company's safety policy,X
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.,X
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos",X
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.4,Avoid situations of discontent on the part of employees,X
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.5,Regularly review staff safety training,X
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.6,Keep staff informed of safety news,X
M14,Accidental error,V15,Ignorance of safety procedures,2,pe3.7,Maintain a climate of serenity within the company,X
M14,Accidental error,V6,Insufficient error detection,2,pr9.3,Definition of system security features,X
M14,Accidental error,V6,Insufficient error detection,2,pr9.8,Functional tests on the correct functioning of safety procedures,X
M14,Accidental error,V6,Insufficient error detection,2,pr9.13,Formal demonstrations of how the software works,X
M14,Accidental error,V6,Insufficient error detection,2,pr30,Continuous availability of technical and support staff,X
M14,Accidental error,V11,Errors in programs,2,pr9,Software development/update control,X
M14,Accidental error,V11,Errors in programs,2,pr28,Validation/certification of new software,X
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1,Procedures for backing up software and data,X
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.1,Backup plan,X
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.2,Rotating the memories used for backups,X
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.3,Backup done at the end of the day,X
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.4,Assignment of responsibilities and tasks,X
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.5,Creating multiple copies,X
M14,Accidental error,V10,Incorrect input/output procedures,2,pr1.6,Documentation relating to copies,X
M15,Physical theft of media,V31,Hardware devices that are not physically locked,1,h11,Physical system lock,X
M15,Physical theft of media,V31,Hardware devices that are not physically locked,1,h11.1,System anchored on supports,X
M15,Physical theft of media,V31,Hardware devices that are not physically locked,1,h11.2,Steel cable anchored system,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7,Physical access control,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.1,Checkpoint at the main entrance,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.2,Checkpoint at secondary entrances,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.3,Checkpoint at individual floors or offices,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.4,Bars on the windows,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.5,Armored doors,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.6,Combination locks,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.7,Anti-throw grates,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.8,Vents and ventilation paths narrow enough to prevent intruders from passing through,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.9,Installation of devices on the locks of panic doors of emergency exits that activate an alarm in the event of opening,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.10,Lack of windows in the CED area,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.11,Via badge reader,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.12,Via microprocessor board,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.13,Via identification code on keyboard,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,f7.14,Via a card with visible barcode,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12,Biometric recognition,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.1,Retina Reading,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.2,Fingerprint reading,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.3,Hand shape reading,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.4,Voice Print Recognition,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,h12.5,Signature recognition,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe8,Personal recognition of employees,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe8.1,"Assignment to authorized personnel of a badge with photograph, personal data and identification code",X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe8.2,Periodic inspection of the times and names of those who have access to restricted areas,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9,Accompaniment of all visitors,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.1,Visitors must leave an identity document at the checkpoint,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.2,Visitors are picked up by the staff and accompanied to the destination office,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.3,Presence of a visitor log,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.4,"Numbered pass release with ""Visitor"" indication",X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.5,Visitors are never left alone or free to roam the offices unaccompanied.,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe9.6,Visitors are escorted back to the exit by the staff,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10,Surveillance staff present after working hours,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10.1,24/7 duty shifts,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10.2,Attendance shifts,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10.3,Armed surveillance,X
M15,Physical theft of media,V32,Inadequate access control to the CED area,13,pe10.4,Checking the premises and closing the doors and windows,X
M16,Fire,V26,Inadequate fire protection,7,f1,"CED area isolation, with separate location, to minimize damage from water or fire",X
M16,Fire,V26,Inadequate fire protection,7,f3,Arrangement of main CED area not higher than third floor/level for easy access in case of fire,X
M16,Fire,V26,Inadequate fire protection,7,f8,Environmental parameter control,X
M16,Fire,V26,Inadequate fire protection,7,f8.1,Smoke control via sensors positioned in areas with air flow,X
M16,Fire,V26,Inadequate fire protection,7,f8.2,Fire control via sensors placed in areas with air flow,X
M16,Fire,V26,Inadequate fire protection,7,f8.3,Connection of fire sensors to the fire brigade control centre or to internal surveillance personnel,X
M16,Fire,V26,Inadequate fire protection,7,f8.5,Temperature control,X
M16,Fire,V26,Inadequate fire protection,7,f8.6,Humidity control,X
M16,Fire,V26,Inadequate fire protection,7,f8.7,Audible and visual alarm in case of fire or flood,X
M16,Fire,V26,Inadequate fire protection,7,f11,Fire safety measures,X
M16,Fire,V26,Inadequate fire protection,7,f11.1,Smoking ban,X
M16,Fire,V26,Inadequate fire protection,7,f11.2,System with Halon 1301 gas or alternative,X
M16,Fire,V26,Inadequate fire protection,7,f11.3,System with Halon 1211 gas or alternative,X
M16,Fire,V26,Inadequate fire protection,7,f11.4,CO2 systems,X
M16,Fire,V26,Inadequate fire protection,7,f11.5,Liquid systems,X
M16,Fire,V26,Inadequate fire protection,7,f11.6,Manual fire extinguishers,X
M16,Fire,V26,Inadequate fire protection,7,f11.7,Fire doors,X
M16,Fire,V26,Inadequate fire protection,7,f11.8,Fireproof safes,X
M16,Fire,V26,Inadequate fire protection,7,f11.9,Separation of the data processing area from nearby offices with walls approved for fire resistance of no less than one hour,X
M16,Fire,V26,Inadequate fire protection,7,f11.10,Extension of fire resistant walls from floor structure to ceiling structure,X
M16,Fire,V26,Inadequate fire protection,7,f11.11,"Use of proven fire-resistant material for suspended floors, false ceilings and furnishings of the CED",X
M16,Fire,V26,Inadequate fire protection,7,f11.12,Fire barriers inside the ventilation ducts of the air conditioning system,X
M16,Fire,V28,Inadequate high temperature protection,1,f8,Environmental parameter control,X
M16,Fire,V28,Inadequate high temperature protection,1,f8.5,Temperature control,X
M16,Fire,V28,Inadequate high temperature protection,1,f8.6,Humidity control,X
M16,Fire,V28,Inadequate high temperature protection,1,f13,Air conditioning equipment,X
M16,Fire,V28,Inadequate high temperature protection,1,f13.1,Maintain humidity at levels established by technical specifications,X
M16,Fire,V28,Inadequate high temperature protection,1,f13.2,Maintaining temperatures at levels established by technical specifications,X
M16,Fire,V12,Untested emergency procedures,1,pr6,Emergency plan,X
M16,Fire,V12,Untested emergency procedures,1,pr6.1,Procedure manual to be provided to the personnel in charge,X
M16,Fire,V12,Untested emergency procedures,1,pr6.2,Placement of emergency procedure summary tables (including emergency and management telephone numbers),X
M16,Fire,V12,Untested emergency procedures,1,pr6.3,Establish rules to verify that an emergency situation actually exists,X
M16,Fire,V12,Untested emergency procedures,1,pr6.4,Procedure for recovering damaged data,X
M16,Fire,V12,Untested emergency procedures,1,pr6.5,Presence of a checklist for emergency procedures,X
M16,Fire,V12,Untested emergency procedures,1,pr6.6,Procedures for repairing or replacing malfunctioning or defective hardware,X
M16,Fire,V12,Untested emergency procedures,1,pr6.7,Emergency data deletion/destruction procedures,X
M16,Fire,V12,Untested emergency procedures,1,pr6.8,Locking backups in fireproof safes,X
M16,Fire,V12,Untested emergency procedures,1,pr6.9,Obligation to contact the Security Officer,X
M16,Fire,V12,Untested emergency procedures,1,pr6.10,Obligation to contact any external support services,X
M16,Fire,V12,Untested emergency procedures,1,pr6.11,"Computer shutdown plan, air conditioning systems, electrical systems",X
M16,Fire,V12,Untested emergency procedures,1,pr6.12,"Periodic review of the emergency plan, with any updates or changes",X
M16,Fire,V12,Untested emergency procedures,1,pr6.13,Test and simulate emergency procedures at least once every six months,X
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1,Procedures for backing up software and data,X
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.1,Backup plan,X
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.2,Rotating the memories used for backups,X
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.3,Backup done at the end of the day,X
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.4,Assignment of responsibilities and tasks,X
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.5,Creating multiple copies,X
M17,Entering false information,V10,Incorrect input/output procedures,2,pr1.6,Documentation relating to copies,X
M17,Entering false information,V14,Inadequate supervision,1,s11,Trusted path,X
M17,Entering false information,V14,Inadequate supervision,1,s12,Trusted recovery capability,X
M17,Entering false information,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode,X
M17,Entering false information,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure,X
M17,Entering false information,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups,X
M17,Entering false information,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords",X
M17,Entering false information,V16,Untrained staff,3,pe4,Staff training,X
M17,Entering false information,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff,X
M17,Entering false information,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out,X
M17,Entering false information,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired,X
M17,Entering false information,V16,Untrained staff,3,pe4.4,Periodic knowledge checks,X
M17,Entering false information,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise,X
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9,COMSEC Measures,X
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9.1,TEMPEST Devices,X
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9.2,Encryption devices,X
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9.3,Screened rooms,X
M18,Interception and espionage,V1,Communication channels not adequately protected,1,f9.4,COMSEC Regulatory Enforcement,X
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9,COMSEC Measures,X
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9.1,TEMPEST Devices,X
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9.2,Encryption devices,X
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9.3,Screened rooms,X
M19,Electromagnetic interference,V1,Communication channels not adequately protected,1,f9.4,COMSEC Regulatory Enforcement,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr21,Hardware and software inventory,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26,Configuration Management,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.1,Assigning a unique identifier to each entry,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.2,Developing a Configuration Management Plan,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.3,Recording all changes to a system's configuration,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.4,Implementing a configuration control plan,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,pr26.5,Life cycle assurance,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8,Software for controlling hardware operation,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.1,CPU Operation Check,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.2,CPU Usage Monitoring,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.3,Monitor system memory usage,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.4,Disk Activity Monitor,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.5,Network activity and traffic monitoring,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.6,Compiling network activity statistics,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.7,System Disk Performance Check,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.8,Remote systems monitoring,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.9,Software for UPS management and server shutdown even in the absence of the system administrator,X
M19,Electromagnetic interference,V19,Changing system hardware configuration,1,s8.10,Hardware diagnostic software,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8,Software for controlling hardware operation,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.1,CPU Operation Check,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.2,CPU Usage Monitoring,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.3,Monitor system memory usage,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.4,Disk Activity Monitor,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.5,Network activity and traffic monitoring,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.6,Compiling network activity statistics,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.7,System Disk Performance Check,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.8,Remote systems monitoring,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.9,Software for UPS management and server shutdown even in the absence of the system administrator,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s8.10,Hardware diagnostic software,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12,Trusted recovery capability,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12.1,Restarting the system in single-user mode,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12.2,Recovering files that were active at the time of system failure,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12.3,Recovering damaged files using previously made backups,X
M19,Electromagnetic interference,V37,Hardware device malfunction,1,s12.4,"Check critical files, associated with passwords",X
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9,COMSEC Measures,X
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9.1,TEMPEST Devices,X
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9.2,Encryption devices,X
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9.3,Screened rooms,X
M19,Electromagnetic interference,V30,Electromagnetic emanations,1,f9.4,COMSEC Regulatory Enforcement,X
M20,Service interruption,V7,Untested software applications,2,pr9,Software development/update control,X
M20,Service interruption,V7,Untested software applications,2,pr9.1,Setting the gold standard for software development,X
M20,Service interruption,V7,Untested software applications,2,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes",X
M20,Service interruption,V7,Untested software applications,2,pr9.3,Definition of system security features,X
M20,Service interruption,V7,Untested software applications,2,pr9.4,Establish control measures to ensure that approval and verification procedures are not circumvented,X
M20,Service interruption,V7,Untested software applications,2,pr9.5,Assignment of authorized personnel to develop safety procedures,X
M20,Service interruption,V7,Untested software applications,2,pr9.6,Perform file access controls for analysts and programmers,X
M20,Service interruption,V7,Untested software applications,2,pr9.7,"Periodically check software libraries, verify correspondence between source programs and objects",X
M20,Service interruption,V7,Untested software applications,2,pr9.8,Functional tests on the correct functioning of safety procedures,X
M20,Service interruption,V7,Untested software applications,2,pr9.9,Functional testing of security procedure vulnerabilities,X
M20,Service interruption,V7,Untested software applications,2,pr9.10,Simulations of system errors that can reduce the effectiveness of the measures taken,X
M20,Service interruption,V7,Untested software applications,2,pr9.11,System Penetration Test,X
M20,Service interruption,V7,Untested software applications,2,pr9.12,"Identify all possible ""trap doors"" and use them to check the risk of penetration",X
M20,Service interruption,V7,Untested software applications,2,pr9.13,Formal demonstrations of how the software works,X
M20,Service interruption,V23,Unauthorized software applications,2,pe3,Instructions on safety and personnel management,X
M20,Service interruption,V23,Unauthorized software applications,2,pe3.1,Motivate staff to follow the company's safety policy,X
M20,Service interruption,V23,Unauthorized software applications,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.,X
M20,Service interruption,V23,Unauthorized software applications,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos",X
M20,Service interruption,V23,Unauthorized software applications,2,pe3.4,Avoid situations of discontent on the part of employees,X
M20,Service interruption,V23,Unauthorized software applications,2,pe3.5,Regularly review staff safety training,X
M20,Service interruption,V23,Unauthorized software applications,2,pe3.6,Keep staff informed of safety news,X
M20,Service interruption,V23,Unauthorized software applications,2,pe3.7,Maintain a climate of serenity within the company,X
M20,Service interruption,V23,Unauthorized software applications,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues,X
M20,Service interruption,V23,Unauthorized software applications,2,pr21,Hardware and software inventory,X
M20,Service interruption,V23,Unauthorized software applications,2,pr22,Assigning access to application software and operating system according to need-to-know and qualification,X
M20,Service interruption,V23,Unauthorized software applications,2,pr26,Configuration Management,X
M20,Service interruption,V23,Unauthorized software applications,2,pr26.1,Assigning a unique identifier to each entry,X
M20,Service interruption,V23,Unauthorized software applications,2,pr26.2,Developing a Configuration Management Plan,X
M20,Service interruption,V23,Unauthorized software applications,2,pr26.3,Recording all changes to a system's configuration,X
M20,Service interruption,V23,Unauthorized software applications,2,pr26.4,Implementing a configuration control plan,X
M20,Service interruption,V23,Unauthorized software applications,2,pr26.5,Life cycle assurance,X
M20,Service interruption,V14,Inadequate supervision,1,s11,Trusted path,X
M20,Service interruption,V14,Inadequate supervision,1,s12,Trusted recovery capability,X
M20,Service interruption,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode,X
M20,Service interruption,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure,X
M20,Service interruption,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups,X
M20,Service interruption,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords",X
M21,Masking,V14,Inadequate supervision,1,s11,Trusted path,X
M21,Masking,V14,Inadequate supervision,1,s12,Trusted recovery capability,X
M21,Masking,V14,Inadequate supervision,1,s12.1,Restarting the system in single-user mode,X
M21,Masking,V14,Inadequate supervision,1,s12.2,Recovering files that were active at the time of system failure,X
M21,Masking,V14,Inadequate supervision,1,s12.3,Recovering damaged files using previously made backups,X
M21,Masking,V14,Inadequate supervision,1,s12.4,"Check critical files, associated with passwords",X
M21,Masking,V16,Untrained staff,3,pe4,Staff training,X
M21,Masking,V16,Untrained staff,3,pe4.1,Test to assess the level of computer literacy of staff,X
M21,Masking,V16,Untrained staff,3,pe4.2,Internal course on the use of procedures based on tests carried out,X
M21,Masking,V16,Untrained staff,3,pe4.3,Final exams to evaluate the level of knowledge acquired,X
M21,Masking,V16,Untrained staff,3,pe4.4,Periodic knowledge checks,X
M21,Masking,V16,Untrained staff,3,pe4.5,Creation of working groups according to specific expertise,X
M21,Masking,V17,Misuse of information by end users,3,pe3,Instructions on safety and personnel management,X
M21,Masking,V17,Misuse of information by end users,3,pe3.1,Motivate staff to follow the company's safety policy,X
M21,Masking,V17,Misuse of information by end users,3,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.,X
M21,Masking,V17,Misuse of information by end users,3,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos",X
M21,Masking,V17,Misuse of information by end users,3,pe3.4,Avoid situations of discontent on the part of employees,X
M21,Masking,V17,Misuse of information by end users,3,pe3.5,Regularly review staff safety training,X
M21,Masking,V17,Misuse of information by end users,3,pe3.6,Keep staff informed of safety news,X
M21,Masking,V17,Misuse of information by end users,3,pe3.7,Maintain a climate of serenity within the company,X
M21,Masking,V15,Ignorance of safety procedures,2,pe3,Instructions on safety and personnel management,X
M21,Masking,V15,Ignorance of safety procedures,2,pe3.1,Motivate staff to follow the company's safety policy,X
M21,Masking,V15,Ignorance of safety procedures,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.,X
M21,Masking,V15,Ignorance of safety procedures,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos",X
M21,Masking,V15,Ignorance of safety procedures,2,pe3.4,Avoid situations of discontent on the part of employees,X
M21,Masking,V15,Ignorance of safety procedures,2,pe3.5,Regularly review staff safety training,X
M21,Masking,V15,Ignorance of safety procedures,2,pe3.6,Keep staff informed of safety news,X
M21,Masking,V15,Ignorance of safety procedures,2,pe3.7,Maintain a climate of serenity within the company,X
M21,Masking,V24,Abandoned waste material,2,pe3,Instructions on safety and personnel management,X
M21,Masking,V24,Abandoned waste material,2,pe3.1,Motivate staff to follow the company's safety policy,X
M21,Masking,V24,Abandoned waste material,2,pe3.2,Educate staff on possible threats and how to limit their extent by implementing mitigation measures.,X
M21,Masking,V24,Abandoned waste material,2,pe3.3,"Maintain constant attention to safety regulations by adopting posters, circular letters, educational videos",X
M21,Masking,V24,Abandoned waste material,2,pe3.4,Avoid situations of discontent on the part of employees,X
M21,Masking,V24,Abandoned waste material,2,pe3.5,Regularly review staff safety training,X
M21,Masking,V24,Abandoned waste material,2,pe3.6,Keep staff informed of safety news,X
M21,Masking,V24,Abandoned waste material,2,pe3.7,Maintain a climate of serenity within the company,X
M21,Masking,V24,Abandoned waste material,2,pe5,Establish a user support staff to perform security checks and provide assistance with security issues,X
M21,Masking,V24,Abandoned waste material,2,pr4,"Checking waste collection containers to see if they contain objects (documents, disks, tapes, etc.) that may contain data",X
M21,Masking,V25,Insufficient information surveillance,3,f15,Terminal/Printer Positioning,X
M21,Masking,V25,Insufficient information surveillance,3,f15.1,Not facing passageways (inaccessible to direct view),X
M21,Masking,V25,Insufficient information surveillance,3,f15.2,Not facing the window (inaccessible to direct view),X
M21,Masking,V25,Insufficient information surveillance,3,pr31,"Control of documentation exiting the CED, with recording of the date, time and employee",X
M21,Masking,V25,Insufficient information surveillance,3,pr32,Procedure of marking tapes and disks with labels that can be detected by special sensors to prevent information theft,X
M21,Masking,V25,Insufficient information surveillance,3,pr34,Cross-checking of entered data (only for high ranking),X
M21,Masking,V8,Inadequate logical access control,4,s1,Identification and authentication,X
M21,Masking,V8,Inadequate logical access control,4,s1.1,Password is not displayed on screen as you type,X
M21,Masking,V8,Inadequate logical access control,4,s1.2,The password is case sensitive.,X
M21,Masking,V8,Inadequate logical access control,4,s1.3,Password requires special characters,X
M21,Masking,V8,Inadequate logical access control,4,s1.4,Password must contain at least one numeric character,X
M21,Masking,V8,Inadequate logical access control,4,s1.5,Password must contain at least one alphabetic character,X
M21,Masking,V8,Inadequate logical access control,4,s1.6,The password must not contain more than three consecutive numbers or letters,X
M21,Masking,V8,Inadequate logical access control,4,s1.7,The password must not contain more than two consecutive identical numbers or letters,X
M21,Masking,V8,Inadequate logical access control,4,s1.8,New passwords must always be entered twice to verify correct typing.,X
M21,Masking,V8,Inadequate logical access control,4,s1.9,Encryption of passwords in transit on the network,X
M21,Masking,V8,Inadequate logical access control,4,s1.10,Encryption of passwords stored on the host,X
M21,Masking,V8,Inadequate logical access control,4,s1.11,Access blocked after n failed login attempts,X
M21,Masking,V8,Inadequate logical access control,4,s1.12,Time-limited access,X
M21,Masking,V8,Inadequate logical access control,4,s1.13,Viewing Last Login Messages,X
M21,Masking,V8,Inadequate logical access control,4,s1.14,Disabling system messages,X
M21,Masking,V8,Inadequate logical access control,4,s1.15,Periodic password change request,X
M21,Masking,V8,Inadequate logical access control,4,s1.16,Request for a different password from the previous one each time it is changed,X
M21,Masking,V8,Inadequate logical access control,4,s1.17,Creation of pronounceable passwords by the system,X
M21,Masking,V8,Inadequate logical access control,4,s1.18,Password expiration control,X
M21,Masking,V8,Inadequate logical access control,4,s1.19,Minimum password length assignment,X
M21,Masking,V8,Inadequate logical access control,4,s1.20,Consecutive request for multiple passwords after entering userid,X
M21,Masking,V8,Inadequate logical access control,4,s1.21,Check new user-generated passwords,X
M21,Masking,V8,Inadequate logical access control,4,s1.22,Stop requesting the userid for a certain period of time after n failed login attempts,X
M21,Masking,V8,Inadequate logical access control,4,s1.23,Identification of a user with a unique personal code,X
M21,Masking,V8,Inadequate logical access control,4,s1.24,Inactive terminals lock the screen or log off after a predetermined period of time,X
M21,Masking,V8,Inadequate logical access control,4,s1.25,Proxy account routing,X
M21,Masking,V8,Inadequate logical access control,4,s1.26,User account routing,X
M21,Masking,V8,Inadequate logical access control,4,s1.27,"The system does not warn the user that the userid is incorrect and still allows the password to be entered. After the password has been entered, it generically communicates that access has not been permitted",X
M21,Masking,V8,Inadequate logical access control,4,s9,"Implementation of ""discretionary access control""",X
M21,Masking,V8,Inadequate logical access control,4,s10,"Implementation of ""mandatory access control""",X
M22,Hidden access doors,V2,Uncontrolled changes to the operating system,3,pr9,Software development/update control,X
M22,Hidden access doors,V2,Uncontrolled changes to the operating system,3,pr9.1,Setting the gold standard for software development,X
M22,Hidden access doors,V2,Uncontrolled changes to the operating system,3,pr9.2,"Maintain a log of software changes, implementations, and the reasons for those changes",X
M22,Hidden access doors,V2,Uncontrolled changes to the operating system,3,pr9.3,Definition of system security features,X
